priority,plane,weight,wasLastWeaponHitscan,timeOfFire,lengthOfHitscanShot,shotEndTime,isShotComplete,priority,plane,weight,
None,Base,100,False,0,0,0,False,None,Base,100,
None,Base,100,False,0,0,0,False,None,Base,100,
None,Base,100,False,0,0,0,False,None,Base,100,
None,Base,100,False,0,0,0,False,None,Base,100,
None,Base,100,False,0,0,0,False,None,Base,100,
None,Base,100,False,0,0,0,False,None,Base,100,
None,Base,100,False,0,0,0,False,None,Base,100,
None,Base,100,False,0,0,0,False,None,Base,100,
None,Base,100,False,0,0,0,False,None,Base,100,
None,Base,100,False,0,0,0,False,None,Base,100,
None,Base,100,False,0,0,0,False,None,Base,100,
None,Base,100,False,0,0,0,False,None,Base,100,
None,Base,100,False,0,0,0,False,None,Base,100,
None,Base,100,False,0,0,0,False,None,Base,100,
None,Base,100,False,0,0,0,False,None,Base,100,
None,Base,100,False,0,0,0,False,None,Base,100,
None,Base,100,False,0,0,0,False,None,Base,100,
None,Base,100,False,0,0,0,False,None,Base,100,
None,Base,100,False,0,0,0,False,None,Base,100,
None,Base,100,False,0,0,0,False,None,Base,100,
None,Base,100,False,0,0,0,False,None,Base,100,
None,Base,100,False,0,0,0,False,None,Base,100,
None,Base,100,False,0,0,0,False,None,Base,100,
None,Base,100,False,0,0,0,False,None,Base,100,
FireWeapon,Base,100,True,0.766666706651449,0.200000002980232,0.966666709631681,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,0.766666706651449,0.200000002980232,0.966666709631681,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,0.766666706651449,0.200000002980232,0.966666709631681,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,0.766666706651449,0.200000002980232,0.966666709631681,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,0.766666706651449,0.200000002980232,0.966666709631681,False,FireWeapon,Base,100,
None,Base,100,True,0.766666706651449,0.200000002980232,0.966666709631681,True,None,Base,100,
None,Base,100,True,0.766666706651449,0.200000002980232,0.966666709631681,True,None,Base,100,
None,Base,100,True,0.766666706651449,0.200000002980232,0.966666709631681,True,None,Base,100,
None,Base,100,True,0.766666706651449,0.200000002980232,0.966666709631681,True,None,Base,100,
None,Base,100,True,0.766666706651449,0.200000002980232,0.966666709631681,True,None,Base,100,
None,Base,100,True,0.766666706651449,0.200000002980232,0.966666709631681,True,None,Base,100,
None,Base,100,True,0.766666706651449,0.200000002980232,0.966666709631681,True,None,Base,100,
None,Base,100,True,0.766666706651449,0.200000002980232,0.966666709631681,True,None,Base,100,
None,Base,100,True,0.766666706651449,0.200000002980232,0.966666709631681,True,None,Base,100,
None,Base,100,True,0.766666706651449,0.200000002980232,0.966666709631681,True,None,Base,100,
None,Base,100,True,0.766666706651449,0.200000002980232,0.966666709631681,True,None,Base,100,
None,Base,100,True,0.766666706651449,0.200000002980232,0.966666709631681,True,None,Base,100,
None,Base,100,True,0.766666706651449,0.200000002980232,0.966666709631681,True,None,Base,100,
None,Base,100,True,0.766666706651449,0.200000002980232,0.966666709631681,True,None,Base,100,
None,Base,100,True,0.766666706651449,0.200000002980232,0.966666709631681,True,None,Base,100,
None,Base,100,True,0.766666706651449,0.200000002980232,0.966666709631681,True,None,Base,100,
None,Base,100,True,0.766666706651449,0.200000002980232,0.966666709631681,True,None,Base,100,
FireWeapon,Base,100,True,1.5000000782311,0.200000002980232,1.70000008121133,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,1.5000000782311,0.200000002980232,1.70000008121133,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,1.5000000782311,0.200000002980232,1.70000008121133,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,1.5000000782311,0.200000002980232,1.70000008121133,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,1.5000000782311,0.200000002980232,1.70000008121133,False,FireWeapon,Base,100,
None,Base,100,True,1.5000000782311,0.200000002980232,1.70000008121133,True,None,Base,100,
None,Base,100,True,1.5000000782311,0.200000002980232,1.70000008121133,True,None,Base,100,
None,Base,100,True,1.5000000782311,0.200000002980232,1.70000008121133,True,None,Base,100,
None,Base,100,True,1.5000000782311,0.200000002980232,1.70000008121133,True,None,Base,100,
FireWeapon,Base,100,True,1.80000009387732,0.200000002980232,2.00000009685755,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,1.80000009387732,0.200000002980232,2.00000009685755,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,1.80000009387732,0.200000002980232,2.00000009685755,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,1.80000009387732,0.200000002980232,2.00000009685755,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,1.80000009387732,0.200000002980232,2.00000009685755,False,FireWeapon,Base,100,
None,Base,100,True,1.80000009387732,0.200000002980232,2.00000009685755,True,None,Base,100,
None,Base,100,True,1.80000009387732,0.200000002980232,2.00000009685755,True,None,Base,100,
None,Base,100,True,1.80000009387732,0.200000002980232,2.00000009685755,True,None,Base,100,
None,Base,100,True,1.80000009387732,0.200000002980232,2.00000009685755,True,None,Base,100,
FireWeapon,Base,100,True,2.10000010952353,0.200000002980232,2.30000011250377,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,2.10000010952353,0.200000002980232,2.30000011250377,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,2.10000010952353,0.200000002980232,2.30000011250377,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,2.10000010952353,0.200000002980232,2.30000011250377,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,2.10000010952353,0.200000002980232,2.30000011250377,False,FireWeapon,Base,100,
None,Base,100,True,2.10000010952353,0.200000002980232,2.30000011250377,True,None,Base,100,
None,Base,100,True,2.10000010952353,0.200000002980232,2.30000011250377,True,None,Base,100,
None,Base,100,True,2.10000010952353,0.200000002980232,2.30000011250377,True,None,Base,100,
None,Base,100,True,2.10000010952353,0.200000002980232,2.30000011250377,True,None,Base,100,
FireWeapon,Base,100,True,2.40000012516975,0.200000002980232,2.60000012814999,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,2.40000012516975,0.200000002980232,2.60000012814999,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,2.40000012516975,0.200000002980232,2.60000012814999,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,2.40000012516975,0.200000002980232,2.60000012814999,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,2.40000012516975,0.200000002980232,2.60000012814999,False,FireWeapon,Base,100,
None,Base,100,True,2.40000012516975,0.200000002980232,2.60000012814999,True,None,Base,100,
None,Base,100,True,2.40000012516975,0.200000002980232,2.60000012814999,True,None,Base,100,
None,Base,100,True,2.40000012516975,0.200000002980232,2.60000012814999,True,None,Base,100,
None,Base,100,True,2.40000012516975,0.200000002980232,2.60000012814999,True,None,Base,100,
FireWeapon,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,False,FireWeapon,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
None,Base,100,True,2.70000014081597,0.200000002980232,2.90000014379621,True,None,Base,100,
FireWeapon,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,False,FireWeapon,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
None,Base,100,True,4.00000020861626,0.200000002980232,4.20000021159649,True,None,Base,100,
FireWeapon,Base,100,True,5.03333359584212,0.200000002980232,5.23333359882236,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,5.03333359584212,0.200000002980232,5.23333359882236,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,5.03333359584212,0.200000002980232,5.23333359882236,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,5.03333359584212,0.200000002980232,5.23333359882236,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,5.03333359584212,0.200000002980232,5.23333359882236,False,FireWeapon,Base,100,
None,Base,100,True,5.03333359584212,0.200000002980232,5.23333359882236,True,None,Base,100,
None,Base,100,True,5.03333359584212,0.200000002980232,5.23333359882236,True,None,Base,100,
None,Base,100,True,5.03333359584212,0.200000002980232,5.23333359882236,True,None,Base,100,
None,Base,100,True,5.03333359584212,0.200000002980232,5.23333359882236,True,None,Base,100,
FireWeapon,Base,100,True,5.33333361148834,0.200000002980232,5.53333361446857,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,5.33333361148834,0.200000002980232,5.53333361446857,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,5.33333361148834,0.200000002980232,5.53333361446857,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,5.33333361148834,0.200000002980232,5.53333361446857,False,FireWeapon,Base,100,
FireWeapon,Base,100,True,5.33333361148834,0.200000002980232,5.53333361446857,False,FireWeapon,Base,100,
None,Base,100,True,5.33333361148834,0.200000002980232,5.53333361446857,True,None,Base,100,
None,Base,100,True,5.33333361148834,0.200000002980232,5.53333361446857,True,None,Base,100,
None,Base,100,True,5.33333361148834,0.200000002980232,5.53333361446857,True,None,Base,100,
None,Base,100,True,5.33333361148834,0.200000002980232,5.53333361446857,True,None,Base,100,

